predicted_Sale,Qty,Category,Product,Country
2148.5906790904273,2,Shoes,Shoes3,SriLanka
3148.912968657095,6,Shoes,Shoes3,SriLanka
2898.8323962654281,5,Shoes,Shoes3,SriLanka
2398.6712514820942,3,Shoes,Shoes3,SriLanka
1169.8758958139633,16,Shoes,Shoes3,HongKong
-22.633973439929719,16,Shoes,Shoes3,Oman
727.60774373507058,19,Shoes,Shoes3,Oman
141.86457282403819,10,Shoes,Shoes3,Norway
2642.6702967407073,20,Shoes,Shoes3,Norway
-1858.7800063092973,2,Shoes,Shoes3,Norway
1392.2674347823722,15,Shoes,Shoes3,Norway
-1739.5882435543658,7,Shoes,Shoes3,Germany
-1239.427098771032,9,Shoes,Shoes3,Germany
261.05633557896897,15,Shoes,Shoes3,Germany
-1989.6688159460327,6,Shoes,Shoes3,Germany
1418.8525320540734,19,Shoes,Shoes3,Qatar
168.44967009573918,14,Shoes,Shoes3,Qatar
-2582.4366262125964,3,Shoes,Shoes3,Qatar
-1582.1143366459287,7,Shoes,Shoes3,Qatar
-1081.9531918625948,9,Shoes,Shoes3,Qatar
18712.337391430494,15,Shoes,Shoes4,Japan
5537.2839173025668,7,Shoes,Shoes4,SriLanka
6287.5256344775671,10,Shoes,Shoes4,SriLanka
5287.2033449109,6,Shoes,Shoes4,SriLanka
5037.1227725192339,5,Shoes,Shoes4,SriLanka
6037.4450620859016,9,Shoes,Shoes4,SriLanka
5787.3644896942342,8,Shoes,Shoes4,SriLanka
557.27997575943289,5,Shoes,Shoes4,HongKong
-443.04231380723456,1,Shoes,Shoes4,HongKong
807.36054815109981,6,Shoes,Shoes4,HongKong
2615.8175475972093,18,Shoes,Shoes4,Oman
-135.0687487111262,7,Shoes,Shoes4,Oman
-635.22989349446,5,Shoes,Shoes4,Oman
2615.8175475972093,18,Shoes,Shoes4,Oman
365.09239607220763,9,Shoes,Shoes4,Oman
279.51036994450851,2,Shoes,Shoes4,Norway
3780.6383834278449,16,Shoes,Shoes4,Norway
3530.5578110361776,15,Shoes,Shoes4,Norway
2899.5078566161078,17,Shoes,Shoes4,Germany
2399.346711832774,15,Shoes,Shoes4,Germany
2806.9011911328785,16,Shoes,Shoes4,Qatar
16974.739921726359,12,Shoes,Shoes5,Japan
16724.659349334692,11,Shoes,Shoes5,Japan
3549.605875206767,3,Shoes,Shoes5,SriLanka
5050.0893095567681,9,Shoes,Shoes5,SriLanka
3799.6864475984339,4,Shoes,Shoes5,SriLanka
5300.1698819484345,10,Shoes,Shoes5,SriLanka
4049.7670199901004,5,Shoes,Shoes5,SriLanka
3299.5253028151,2,Shoes,Shoes5,SriLanka
4800.0087371651016,8,Shoes,Shoes5,SriLanka
2570.8910919303025,17,Shoes,Shoes5,HongKong
820.32708518863444,10,Shoes,Shoes5,HongKong
3071.0522367136364,19,Shoes,Shoes5,HongKong
1628.4617950680763,18,Shoes,Shoes5,Oman
-2372.8273631985935,2,Shoes,Shoes5,Oman
1878.5423674597432,19,Shoes,Shoes5,Oman
-1122.4245012402594,7,Shoes,Shoes5,Oman
-122.10221167359157,11,Shoes,Shoes5,Oman
3543.5243480737126,19,Shoes,Shoes5,Norway
-957.92595497629111,1,Shoes,Shoes5,Norway
-338.57304743802649,8,Shoes,Shoes5,Germany
-1431.5020024879236,3,Shoes,Shoes5,Qatar
2819.8677281704136,20,Shoes,Shoes5,Qatar
18446.02681259406,14,Shoes,Shoes6,Japan
18195.946240202393,13,Shoes,Shoes6,Japan
5020.8927660744648,5,Shoes,Shoes6,SriLanka
6021.2150556411325,9,Shoes,Shoes6,SriLanka
4770.8121936827984,4,Shoes,Shoes6,SriLanka
6021.2150556411325,9,Shoes,Shoes6,SriLanka
4270.6510488994645,2,Shoes,Shoes6,SriLanka
2291.6139760563328,12,Shoes,Shoes6,HongKong
2541.6945484479993,13,Shoes,Shoes6,HongKong
-1151.6210447225621,3,Shoes,Shoes6,Oman
-1401.7016171142291,2,Shoes,Shoes6,Oman
1349.1846791941061,13,Shoes,Shoes6,Oman
2349.5069687607738,17,Shoes,Shoes6,Oman
-401.37932754756173,6,Shoes,Shoes6,Oman
-617.8501633119962,3,Shoes,Shoes6,Germany
2790.6711846881103,16,Shoes,Shoes6,Qatar
1790.3488951214426,12,Shoes,Shoes6,Qatar
2290.510039904776,14,Shoes,Shoes6,Qatar
2790.6711846881103,16,Shoes,Shoes6,Qatar
4216.4408401431756,3,Smart Phone,SmartPhone1,SriLanka
5967.0048468848436,10,Smart Phone,SmartPhone1,SriLanka
4466.521412534843,4,Smart Phone,SmartPhone1,SriLanka
4966.6825573181759,6,Smart Phone,SmartPhone1,SriLanka
5466.84370210151,8,Smart Phone,SmartPhone1,SriLanka
4216.4408401431756,3,Smart Phone,SmartPhone1,SriLanka
4216.4408401431756,3,Smart Phone,SmartPhone1,SriLanka
4466.521412534843,4,Smart Phone,SmartPhone1,SriLanka
3353.8101828205986,5,Smart Phone,SmartPhone2,SriLanka
2353.4878932539314,1,Smart Phone,SmartPhone2,SriLanka
2853.6490380372647,3,Smart Phone,SmartPhone2,SriLanka
3101.1638767969316,4,Smart Phone,SmartPhone3,SriLanka
6397.116767381619,10,Smart Phone,SmartPhone4,SriLanka
5146.7139054232857,5,Smart Phone,SmartPhone4,SriLanka
4896.6333330316183,4,Smart Phone,SmartPhone4,SriLanka
7932.079972350256,10,Smart Phone,SmartPhone5,SriLanka
6931.7576827835892,6,Smart Phone,SmartPhone5,SriLanka
7181.8382551752557,7,Smart Phone,SmartPhone5,SriLanka
6431.5965380002554,4,Smart Phone,SmartPhone5,SriLanka
7932.079972350256,10,Smart Phone,SmartPhone5,SriLanka
7932.079972350256,10,Smart Phone,SmartPhone5,SriLanka
5059.3588459782013,6,Smart Phone,SmartPhone6,SriLanka
4559.1977011948675,4,Smart Phone,SmartPhone6,SriLanka
4059.0365564115336,2,Smart Phone,SmartPhone6,SriLanka
4559.1977011948675,4,Smart Phone,SmartPhone6,SriLanka
5809.6005631532016,9,Smart Phone,SmartPhone6,SriLanka
4059.0365564115336,2,Smart Phone,SmartPhone6,SriLanka
3808.9559840198672,1,Smart Phone,SmartPhone6,SriLanka
5309.4394183698687,7,Smart Phone,SmartPhone6,SriLanka
3808.9559840198672,1,Smart Phone,SmartPhone6,SriLanka
17122.403221754081,11,Tshirts,Tshirt1,Japan
15121.758642620747,3,Tshirts,Tshirt1,Japan
17872.644938929083,14,Tshirts,Tshirt1,Japan
4447.5108924094884,5,Tshirts,Tshirt1,SriLanka
4697.5914648011558,6,Tshirts,Tshirt1,SriLanka
5197.7526095844887,8,Tshirts,Tshirt1,SriLanka
5697.9137543678235,10,Tshirts,Tshirt1,SriLanka
5697.9137543678235,10,Tshirts,Tshirt1,SriLanka
4197.4303200178219,4,Tshirts,Tshirt1,SriLanka
5197.7526095844887,8,Tshirts,Tshirt1,SriLanka
-532.49304913364574,3,Tshirts,Tshirt1,HongKong
1025.8833779207962,14,Tshirts,Tshirt1,Oman
1275.9639503124636,15,Tshirts,Tshirt1,Oman
3691.1876481014333,18,Tshirts,Tshirt1,Norway
4191.3487928847671,20,Tshirts,Tshirt1,Norway
2059.8154041146959,16,Tshirts,Tshirt1,Germany
309.25139737302823,9,Tshirts,Tshirt1,Germany
2059.8154041146959,16,Tshirts,Tshirt1,Germany
1309.5736869396956,13,Tshirts,Tshirt1,Germany
809.41254215636184,11,Tshirts,Tshirt1,Germany
2467.3698834148004,17,Tshirts,Tshirt1,Qatar
2967.5310281981342,19,Tshirts,Tshirt1,Qatar
-283.51641289353518,6,Tshirts,Tshirt1,Qatar
2717.4504558064668,18,Tshirts,Tshirt1,Qatar
2467.3698834148004,17,Tshirts,Tshirt1,Qatar
1967.2087386314665,15,Tshirts,Tshirt1,Qatar
13527.243730266129,2,Tshirts,Tshirt2,Japan
16278.130026574465,13,Tshirts,Tshirt2,Japan
2102.7542628798706,1,Tshirts,Tshirt2,SriLanka
3853.3182696215385,8,Tshirts,Tshirt2,SriLanka
3103.0765524465378,5,Tshirts,Tshirt2,SriLanka
4353.4794144048728,10,Tshirts,Tshirt2,SriLanka
3603.2376972298716,7,Tshirts,Tshirt2,SriLanka
123.71719003673877,11,Tshirts,Tshirt2,HongKong
1874.2811967784069,18,Tshirts,Tshirt2,HongKong
2124.3617691700738,19,Tshirts,Tshirt2,HongKong
1374.120051995073,16,Tshirts,Tshirt2,HongKong
-3319.5178307421565,2,Tshirts,Tshirt2,Oman
431.6907551328469,17,Tshirts,Tshirt2,Oman
-2319.1955411754889,6,Tshirts,Tshirt2,Oman
931.85189991618074,19,Tshirts,Tshirt2,Oman
346.10872900514812,10,Tshirts,Tshirt2,Norway
846.26987378848173,12,Tshirts,Tshirt2,Norway
1215.5422089350795,18,Tshirts,Tshirt2,Germany
-1377.870180464819,7,Tshirts,Tshirt2,Qatar
872.854971060183,16,Tshirts,Tshirt2,Qatar
17179.514678441166,14,Tshirts,Tshirt3,Japan
14428.628382132829,3,Tshirts,Tshirt3,Japan
3504.300059529904,4,Tshirts,Tshirt3,SriLanka
2754.0583423549037,1,Tshirts,Tshirt3,SriLanka
5004.7834938799051,10,Tshirts,Tshirt3,SriLanka
1833.2365517828803,20,Tshirts,Tshirt3,Oman
-917.649744525455,9,Tshirts,Tshirt3,Oman
-1667.8914617004557,6,Tshirts,Tshirt3,Oman
-417.48859974212121,11,Tshirts,Tshirt3,Oman
-2.909481086486494,6,Tshirts,Tshirt3,Norway
2998.0573876135159,18,Tshirts,Tshirt3,Norway
747.33223608851415,9,Tshirts,Tshirt3,Norway
-252.9900534781533,5,Tshirts,Tshirt3,Norway
1866.8462884101123,18,Tshirts,Tshirt3,Germany
-1884.3622974648906,3,Tshirts,Tshirt3,Germany
1524.1590505352156,16,Tshirts,Tshirt3,Qatar
-1976.9689629481204,2,Tshirts,Tshirt3,Qatar
1524.1590505352156,16,Tshirts,Tshirt3,Qatar
-1976.9689629481204,2,Tshirts,Tshirt3,Qatar
-1226.7272457731196,5,Tshirts,Tshirt3,Qatar
18227.443938752305,12,Tshirts,Tshirt4,Japan
20228.088517885644,20,Tshirts,Tshirt4,Japan
6052.7127541910477,8,Tshirts,Tshirt4,SriLanka
5552.5516094077129,6,Tshirts,Tshirt4,SriLanka
5302.4710370160465,5,Tshirts,Tshirt4,SriLanka
6552.8738989743806,10,Tshirts,Tshirt4,SriLanka
5802.63218179938,7,Tshirts,Tshirt4,SriLanka
6302.7933265827141,9,Tshirts,Tshirt4,SriLanka
6302.7933265827141,9,Tshirts,Tshirt4,SriLanka
2323.1116746062476,11,Tshirts,Tshirt4,HongKong
3073.3533917812474,14,Tshirts,Tshirt4,HongKong
2323.1116746062476,11,Tshirts,Tshirt4,HongKong
1572.8699574312468,8,Tshirts,Tshirt4,HongKong
1380.6823777440213,12,Tshirts,Tshirt4,Oman
2130.9240949190216,15,Tshirts,Tshirt4,Oman
1045.0197792246558,4,Tshirts,Tshirt4,Norway
2545.5032135746569,10,Tshirts,Tshirt4,Norway
-586.35246476208147,2,Tshirts,Tshirt4,Germany
1414.2921143712533,10,Tshirts,Tshirt4,Germany
3915.0978382879225,20,Tshirts,Tshirt4,Germany
3164.8561211129213,17,Tshirts,Tshirt4,Germany
1414.2921143712533,10,Tshirts,Tshirt4,Germany
3915.0978382879225,20,Tshirts,Tshirt4,Germany
2572.0883108463572,14,Tshirts,Tshirt4,Qatar
20475.193944644878,18,Tshirts,Tshirt5,Japan
20475.193944644878,18,Tshirts,Tshirt5,Japan
5799.6570361669483,4,Tshirts,Tshirt5,SriLanka
6799.979325733616,8,Tshirts,Tshirt5,SriLanka
7300.1404705169489,10,Tshirts,Tshirt5,SriLanka
5299.4958913836144,2,Tshirts,Tshirt5,SriLanka
6299.8181809502812,6,Tshirts,Tshirt5,SriLanka
7300.1404705169489,10,Tshirts,Tshirt5,SriLanka
7050.0598981252824,9,Tshirts,Tshirt5,SriLanka
5799.6570361669483,4,Tshirts,Tshirt5,SriLanka
6299.8181809502812,6,Tshirts,Tshirt5,SriLanka
6799.979325733616,8,Tshirts,Tshirt5,SriLanka
7050.0598981252824,9,Tshirts,Tshirt5,SriLanka
3128.2712388532573,16,Tshirts,Tshirt5,Oman
3628.43238363659,18,Tshirts,Tshirt5,Oman
377.38494254492173,5,Tshirts,Tshirt5,Oman
1792.2863507672241,4,Tshirts,Tshirt5,Norway
2042.366923158891,5,Tshirts,Tshirt5,Norway
410.99467917215372,3,Tshirts,Tshirt5,Germany
2661.7198306971554,12,Tshirts,Tshirt5,Germany
4069.5965995639267,17,Tshirts,Tshirt5,Qatar
4569.757744347261,19,Tshirts,Tshirt5,Qatar
17007.694738207272,12,Tshirts,Tshirt6,Japan
16757.614165815605,11,Tshirts,Tshirt6,Japan
3582.5606916876795,3,Tshirts,Tshirt6,SriLanka
3082.3995469043457,1,Tshirts,Tshirt6,SriLanka
3332.4801192960126,2,Tshirts,Tshirt6,SriLanka
3082.3995469043457,1,Tshirts,Tshirt6,SriLanka
2603.8459084112151,17,Tshirts,Tshirt6,HongKong
3104.0070531945494,19,Tshirts,Tshirt6,HongKong
603.20132927788006,9,Tshirts,Tshirt6,HongKong
353.12075688621314,8,Tshirts,Tshirt6,HongKong
-1397.4432498554552,1,Tshirts,Tshirt6,HongKong
2353.7653360195482,16,Tshirts,Tshirt6,HongKong
-147.04038789712058,6,Tshirts,Tshirt6,HongKong
-1089.4696847593468,7,Tshirts,Tshirt6,Oman
3076.3180197712909,17,Tshirts,Tshirt6,Norway
75.351151071288882,5,Tshirts,Tshirt6,Norway
75.351151071288882,5,Tshirts,Tshirt6,Norway
-174.72942132037792,4,Tshirts,Tshirt6,Norway
1695.0263481762208,16,Tshirts,Tshirt6,Germany
194.54291382621989,10,Tshirts,Tshirt6,Germany
-1305.9405205237813,4,Tshirts,Tshirt6,Germany
1695.0263481762208,16,Tshirts,Tshirt6,Germany
-1148.4666136153442,4,Tshirts,Tshirt6,Qatar
2852.8225446513256,20,Tshirts,Tshirt6,Qatar
7428.4224262196522,10,Water bottles,WaterBottle1,SriLanka
7428.4224262196522,10,Water bottles,WaterBottle1,SriLanka
5677.8584194779842,3,Water bottles,WaterBottle1,SriLanka
7428.4224262196522,10,Water bottles,WaterBottle1,SriLanka
6678.1807090446518,7,Water bottles,WaterBottle1,SriLanka
5177.6972746946512,1,Water bottles,WaterBottle1,SriLanka
7428.4224262196522,10,Water bottles,WaterBottle1,SriLanka
6178.0195642613189,5,Water bottles,WaterBottle1,SriLanka
7428.4224262196522,10,Water bottles,WaterBottle1,SriLanka
6428.1001366529854,6,Water bottles,WaterBottle1,SriLanka
8231.7300552412344,7,Water bottles,WaterBottle2,SriLanka
8981.9717724162347,10,Water bottles,WaterBottle2,SriLanka
7731.5689104579005,5,Water bottles,WaterBottle2,SriLanka
8481.8106276329017,8,Water bottles,WaterBottle2,SriLanka
7231.4077656745658,3,Water bottles,WaterBottle2,SriLanka
7325.00905177308,8,Water bottles,WaterBottle3,SriLanka
6074.6061898147464,3,Water bottles,WaterBottle3,SriLanka
7325.00905177308,8,Water bottles,WaterBottle3,SriLanka
7825.1701965564143,10,Water bottles,WaterBottle3,SriLanka
7575.089624164747,9,Water bottles,WaterBottle3,SriLanka
6824.8479069897467,6,Water bottles,WaterBottle3,SriLanka
6324.6867622064128,4,Water bottles,WaterBottle3,SriLanka
3856.8232174360019,5,Water bottles,WaterBottle4,SriLanka
3856.8232174360019,5,Water bottles,WaterBottle4,SriLanka
3856.8232174360019,5,Water bottles,WaterBottle4,SriLanka
2856.5009278693346,1,Water bottles,WaterBottle4,SriLanka
2856.5009278693346,1,Water bottles,WaterBottle4,SriLanka
4289.9725027015465,2,Water bottles,WaterBottle5,SriLanka
5540.3753646598807,7,Water bottles,WaterBottle5,SriLanka
5040.2142198765478,5,Water bottles,WaterBottle5,SriLanka
5040.2142198765478,5,Water bottles,WaterBottle5,SriLanka
5290.2947922682142,6,Water bottles,WaterBottle5,SriLanka
6290.6170818348819,10,Water bottles,WaterBottle5,SriLanka
5040.2142198765478,5,Water bottles,WaterBottle5,SriLanka
4878.4166441508805,6,Water bottles,WaterBottle6,SriLanka
5128.497216542547,7,Water bottles,WaterBottle6,SriLanka
4878.4166441508805,6,Water bottles,WaterBottle6,SriLanka
4128.17492697588,3,Water bottles,WaterBottle6,SriLanka
1765.8021850669306,8,Shoes,Adidas Shoes,India
2265.9633298502645,10,Shoes,Adidas Shoes,India
265.31875071692934,2,Shoes,Adidas Shoes,India
880.64936750664549,4,Shoes,Bata Shoes,India
1742.2999145769206,8,Shoes,Nike Shoes,India
-8.2640921647473533,1,Shoes,Nike Shoes,India
1492.2193421852537,7,Shoes,Nike Shoes,India
1242.138769793587,6,Shoes,Nike Shoes,India
2066.6445119440723,10,Tshirts,Nike Tshirt,India
1547.8646873412304,9,Tshirts,Peter England Tshirt,India
1047.7035425578965,7,Tshirts,Peter England Tshirt,India
-452.77989179210442,1,Tshirts,Peter England Tshirt,India
1547.8646873412304,9,Tshirts,Peter England Tshirt,India
881.44327581782568,6,Shoes,Reebok Shoes,India
881.44327581782568,6,Shoes,Reebok Shoes,India
381.28213103449207,4,Shoes,Reebok Shoes,India
985.01548072094317,7,Water bottles,Cello Water bottles,India
1432.5814666965236,8,Water bottles,Kinley Water bottles,India
1932.7426114798577,10,Water bottles,Kinley Water bottles,India
745.33454729220034,3,Water bottles,Milton Water bottles,India
495.25397490053331,2,Water bottles,Milton Water bottles,India
745.33454729220034,3,Water bottles,Milton Water bottles,India
1027.2265333766395,6,Water bottles,Tupperware Water bottles,India
2069.2787294499635,9,Jeans,Lee Jeans,India
68.634150316628734,1,Jeans,Lee Jeans,India
-108.41500986967981,1,Jeans,Levi's Jeans,India
891.90727969698764,5,Jeans,Levi's Jeans,India
1450.0911937200872,9,Jeans,Mufti Jeans,India
1603.66645828868,9,Jeans,Wrangler Jeans,India
1853.7470306803471,10,Jeans,Wrangler Jeans,India
-146.89754845298808,2,Jeans,Wrangler Jeans,India
1380.8105122899792,6,Shoes,Bata Shoes,India
1992.3804869685878,9,Shoes,Nike Shoes,India
741.97762501025329,4,Shoes,Nike Shoes,India
631.36270342615887,5,Shoes,Reebok Shoes,India
1166.6444223231247,9,Shoes,Woodland Shoes,India
1416.7249947147916,10,Shoes,Woodland Shoes,India
544.29206526429743,3,Smart Phone,OnePlus Smart Phone,India
187.73813871018228,3,Smart Phone,Redmi Smart Phone,India
687.899283493516,5,Smart Phone,Redmi Smart Phone,India
687.899283493516,5,Smart Phone,Redmi Smart Phone,India
-12.500752897518851,2,Smart Phone,Samsung Smart Phone,India
987.8215366691486,6,Smart Phone,Samsung Smart Phone,India
589.53554152705908,6,Smart Phone,Vivo Smart Phone,India
839.616113918726,7,Smart Phone,Vivo Smart Phone,India
839.616113918726,7,Smart Phone,Vivo Smart Phone,India
665.80764534028788,5,Smart Phone,iPhone Smart Phone,India
1487.9167458483171,8,Water bottles,Aquafina Water bottles,India
985.01548072094317,7,Water bottles,Cello Water bottles,India
734.93490832927625,6,Water bottles,Cello Water bottles,India
1777.46825055164,9,Water bottles,Tupperware Water bottles,India
527.06538859330578,4,Water bottles,Tupperware Water bottles,India
1319.037012274963,6,Jeans,Lee Jeans,India
68.634150316628734,1,Jeans,Lee Jeans,India
818.87586749162938,4,Jeans,Lee Jeans,India
1892.2295692636553,9,Jeans,Levi's Jeans,India
199.68833176175303,4,Jeans,Mufti Jeans,India
165.53265214129055,2,Jeans,Pepe Jeans Jeans,India
2166.1772312746257,10,Jeans,Pepe Jeans Jeans,India
353.26359633034576,4,Jeans,Wrangler Jeans,India
987.75560106498347,6,Water bottles,Aquafina Water bottles,India
737.67502867331666,5,Water bottles,Aquafina Water bottles,India
1485.1766255042769,9,Water bottles,Cello Water bottles,India
484.85433593760945,5,Water bottles,Cello Water bottles,India
-67.901967653477641,2,Water bottles,Kinley Water bottles,India
932.42032191319,6,Water bottles,Kinley Water bottles,India
237.51388388998294,3,Water bottles,Aquafina Water bottles,India
-515.46795362905766,1,Water bottles,Cello Water bottles,India
-15.306808845724277,3,Water bottles,Cello Water bottles,India
-67.901967653477641,2,Water bottles,Kinley Water bottles,India
495.25397490053331,2,Water bottles,Milton Water bottles,India
2495.8985540338685,10,Water bottles,Milton Water bottles,India
1527.3876781599731,8,Water bottles,Tupperware Water bottles,India
26.904243809971831,2,Water bottles,Tupperware Water bottles,India
1133.1672105591956,5,Tshirts,Adidas Tshirt,India
-184.08063958092976,1,Tshirts,Nike Tshirt,India
1797.9452597328973,10,Tshirts,Peter England Tshirt,India
1450.7099381423304,8,Tshirts,Zara Tshirt,India
200.30707618399606,3,Tshirts,Zara Tshirt,India
950.54879335899659,6,Tshirts,Zara Tshirt,India
568.79529509996246,3,Jeans,Lee Jeans,India
141.665562521987,2,Jeans,Levi's Jeans,India
1141.9878520886546,6,Jeans,Levi's Jeans,India
1892.2295692636553,9,Jeans,Levi's Jeans,India
141.665562521987,2,Jeans,Levi's Jeans,India
141.665562521987,2,Jeans,Levi's Jeans,India
641.826707305321,4,Jeans,Levi's Jeans,India
1700.1717661117541,10,Jeans,Mufti Jeans,India
-84.547920250376364,1,Jeans,Pepe Jeans Jeans,India
1603.66645828868,9,Jeans,Wrangler Jeans,India
1429.5566818486188,7,Perfumes,AXE Perfumes,India
929.39553706528511,5,Perfumes,AXE Perfumes,India
1429.5566818486188,7,Perfumes,AXE Perfumes,India
-70.926752501382339,1,Perfumes,AXE Perfumes,India
1179.4761094569519,6,Perfumes,AXE Perfumes,India
617.6502481400754,2,Perfumes,Denver Perfumes,India
617.6502481400754,2,Perfumes,Denver Perfumes,India
867.73082053174232,3,Perfumes,Denver Perfumes,India
145.10226569234146,2,Perfumes,Fogg Perfumes,India
145.10226569234146,2,Perfumes,Fogg Perfumes,India
395.18283808400838,3,Perfumes,Fogg Perfumes,India
1395.5051276506758,7,Perfumes,Fogg Perfumes,India
895.34398286734222,5,Perfumes,Fogg Perfumes,India
145.10226569234146,2,Perfumes,Fogg Perfumes,India
1645.5857000423425,8,Perfumes,Fogg Perfumes,India
1129.449506972589,7,Perfumes,Park Avenue Perfumes,India
1379.5300793642559,8,Perfumes,Park Avenue Perfumes,India
1050.7250691822403,5,Perfumes,Wild Stone Perfumes,India
1550.8862139655739,7,Perfumes,Wild Stone Perfumes,India
800.6444967905735,4,Perfumes,Wild Stone Perfumes,India
1550.8862139655739,7,Perfumes,Wild Stone Perfumes,India
1050.7250691822403,5,Perfumes,Wild Stone Perfumes,India
294.21149287263052,2,Smart Phone,OnePlus Smart Phone,India
187.73813871018228,3,Smart Phone,Redmi Smart Phone,India
1738.0632538441491,9,Smart Phone,Samsung Smart Phone,India
1237.9021090608157,7,Smart Phone,Samsung Smart Phone,India
987.8215366691486,6,Smart Phone,Samsung Smart Phone,India
1416.0493625152883,8,Smart Phone,iPhone Smart Phone,India
568.79529509996246,3,Jeans,Lee Jeans,India
391.74613491365392,3,Jeans,Levi's Jeans,India
1392.0684244803215,7,Jeans,Levi's Jeans,India
641.826707305321,4,Jeans,Levi's Jeans,India
199.68833176175303,4,Jeans,Mufti Jeans,India
665.69379692462439,4,Jeans,Pepe Jeans Jeans,India
1666.0160864912916,8,Jeans,Pepe Jeans Jeans,India
1353.5858858970132,8,Jeans,Wrangler Jeans,India
603.34416872201257,5,Jeans,Wrangler Jeans,India
1383.2477829508623,6,Tshirts,Adidas Tshirt,India
883.08663816752869,4,Tshirts,Adidas Tshirt,India
566.161077594071,4,Tshirts,Nike Tshirt,India
1566.4833671607382,8,Tshirts,Nike Tshirt,India
1297.7841149495634,8,Tshirts,Peter England Tshirt,India
1356.0447988914343,6,Tshirts,Puma Tshirt,India
355.722509324767,2,Tshirts,Puma Tshirt,India
105.64193693310017,1,Tshirts,Puma Tshirt,India
-49.77349620767086,2,Tshirts,Zara Tshirt,India
1950.8710829256643,10,Tshirts,Zara Tshirt,India
2265.9633298502645,10,Shoes,Adidas Shoes,India
15.238178325262538,1,Shoes,Adidas Shoes,India
265.31875071692934,2,Shoes,Adidas Shoes,India
1130.7299398983123,5,Shoes,Bata Shoes,India
630.56879511497857,3,Shoes,Bata Shoes,India
880.64936750664549,4,Shoes,Bata Shoes,India
241.81648022691934,2,Shoes,Nike Shoes,India
881.44327581782568,6,Shoes,Reebok Shoes,India
-118.87901374884177,2,Shoes,Reebok Shoes,India
916.56384993145787,8,Shoes,Woodland Shoes,India
568.79529509996246,3,Jeans,Lee Jeans,India
818.87586749162938,4,Jeans,Lee Jeans,India
2319.3593018416304,10,Jeans,Lee Jeans,India
1892.2295692636553,9,Jeans,Levi's Jeans,India
1700.1717661117541,10,Jeans,Mufti Jeans,India
1200.0106213284203,8,Jeans,Mufti Jeans,India
165.53265214129055,2,Jeans,Pepe Jeans Jeans,India
353.26359633034576,4,Jeans,Wrangler Jeans,India
353.26359633034576,4,Jeans,Wrangler Jeans,India
1487.9167458483171,8,Water bottles,Aquafina Water bottles,India
1735.2571978959438,10,Water bottles,Cello Water bottles,India
-317.982540045144,1,Water bottles,Kinley Water bottles,India
495.25397490053331,2,Water bottles,Milton Water bottles,India
777.14596098497259,5,Water bottles,Tupperware Water bottles,India
276.98481620163886,3,Water bottles,Tupperware Water bottles,India
816.24164998573781,5,Tshirts,Nike Tshirt,India
566.161077594071,4,Tshirts,Nike Tshirt,India
1047.7035425578965,7,Tshirts,Peter England Tshirt,India
1856.2059436747682,8,Tshirts,Puma Tshirt,India
605.80308171643389,3,Tshirts,Puma Tshirt,India
1606.1253712831012,7,Tshirts,Puma Tshirt,India
1105.9642264997676,5,Tshirts,Puma Tshirt,India
200.30707618399606,3,Tshirts,Zara Tshirt,India
950.54879335899659,6,Tshirts,Zara Tshirt,India
1679.6372542402855,8,Perfumes,AXE Perfumes,India
1429.5566818486188,7,Perfumes,AXE Perfumes,India
-70.926752501382339,1,Perfumes,AXE Perfumes,India
367.5696757484086,1,Perfumes,Denver Perfumes,India
1645.5857000423425,8,Perfumes,Fogg Perfumes,India
1879.6912241475898,10,Perfumes,Park Avenue Perfumes,India
1800.9667863572408,8,Perfumes,Wild Stone Perfumes,India
2051.0473587489078,9,Perfumes,Wild Stone Perfumes,India
1188.0604282768497,7,Smart Phone,Redmi Smart Phone,India
1938.3021454518503,10,Smart Phone,Redmi Smart Phone,India
437.8187111018492,4,Smart Phone,Redmi Smart Phone,India
737.74096427748191,5,Smart Phone,Samsung Smart Phone,India
1738.0632538441491,9,Smart Phone,Samsung Smart Phone,India
1589.8578310937264,10,Smart Phone,Vivo Smart Phone,India
1429.5566818486188,7,Perfumes,AXE Perfumes,India
-70.926752501382339,1,Perfumes,AXE Perfumes,India
1929.7178266319524,9,Perfumes,AXE Perfumes,India
1617.972537706743,6,Perfumes,Denver Perfumes,India
1395.5051276506758,7,Perfumes,Fogg Perfumes,India
395.18283808400838,3,Perfumes,Fogg Perfumes,India
895.34398286734222,5,Perfumes,Fogg Perfumes,India
1379.5300793642559,8,Perfumes,Park Avenue Perfumes,India
1879.6912241475898,10,Perfumes,Park Avenue Perfumes,India
1379.5300793642559,8,Perfumes,Park Avenue Perfumes,India
129.12721740592156,3,Perfumes,Park Avenue Perfumes,India
300.48335200723966,2,Perfumes,Wild Stone Perfumes,India
1050.7250691822403,5,Perfumes,Wild Stone Perfumes,India
237.51388388998294,3,Water bottles,Aquafina Water bottles,India
1237.8361734566504,7,Water bottles,Aquafina Water bottles,India
1432.5814666965236,8,Water bottles,Kinley Water bottles,India
1182.500894304857,7,Water bottles,Kinley Water bottles,India
1682.6620390881906,9,Water bottles,Kinley Water bottles,India
432.25917712985643,4,Water bottles,Kinley Water bottles,India
245.17340250886684,1,Water bottles,Milton Water bottles,India
495.25397490053331,2,Water bottles,Milton Water bottles,India
